hex9,latitude,longitude,value
890fae5087bffff,456232.54622055584,60575.876467315924,290
89ed530ac0bffff,441647.64418849157,92678.44960228456,931
8900d9da0d7ffff,468454.7581170259,50692.2566532964,684
898791093cbffff,423356.6927471221,98372.60339419945,34
89f2b69436bffff,480154.399376965,86918.07645654978,626
890f18d1123ffff,411953.8096479631,107745.95543656894,272
89da404d55bffff,447714.79239085095,77736.26071352483,568
890d68a880fffff,447186.1785171787,109305.77618628551,10
8945352b643ffff,475364.5815956782,67773.42302479752,67
89032e42d8fffff,477447.61564996495,55367.782458551825,294
896131392b3ffff,453245.12681385863,87562.16097102994,578
8955b43084fffff,468515.1745646692,80079.10263470889,428
89f3a20d38fffff,460000.7551126272,125810.49919691299,655
8929408d047ffff,421955.154037618,126227.68610641827,515
89c51c03287ffff,421053.385338022,81863.13991671323,650
8907b012b0fffff,473839.35423391423,66941.55523270334,784
896b2bd915bffff,428775.1133742701,100104.88360037984,226
8905608e86bffff,451534.0596262638,60804.62858080839,318
89c40ad6237ffff,421061.94593443495,130104.4065292718,181
890818d46b7ffff,470584.4148395828,68414.67844679591,611
89d0929766bffff,414953.8091781238,109980.33191322243,492
89bb1458647ffff,472277.9115681121,117543.56424851186,939
890483d85abffff,419513.95286872843,118042.25724360449,50
8994191a1c7ffff,454154.00842502346,67986.48056253168,841
89f146c896bffff,440914.2871494405,64131.45173879158,166
89ee43af02bffff,429052.5977403701,78428.6312335539,430
89f1666ca53ffff,441987.91045274684,65373.86968288038,444
890e998a4a3ffff,424135.79378543753,72625.78335664372,17
8905ab6c48fffff,423792.9490137235,47648.01332350856,306
890365ba4cfffff,461961.1877762436,124163.45192937992,983
890062d0c37ffff,412281.3279934302,82080.67512421447,445
8986586e243ffff,431993.9536146281,49395.39978746319,420
8901ae7b0a3ffff,425627.10826527973,67187.2001406065,537
8964161b5abffff,466212.7713624653,105579.34187027242,347
8932c82138bffff,473802.86273966066,52719.55360595512,701
89038808817ffff,473119.1550067145,89865.72413525713,834
89b8c2a933bffff,423337.131407269,98406.58267984197,479
89030046bc3ffff,470973.30507060664,77465.83416859261,691
89df8c36c13ffff,427919.23708381946,104532.22845922766,2
89f05d2e54bffff,468614.4655298566,73654.85292193321,955
8994e2cd887ffff,414915.7920264728,76627.78464026586,314
8916f3b912bffff,470290.98444649274,120586.65770392494,218
8927951ac6bffff,474611.89242470893,79990.68563235755,667
8978a06c48bffff,463502.6731496933,115599.89261261841,542
89a355d043bffff,467474.045010465,50271.10990548045,364
89df6046687ffff,407823.6025501039,98929.76382847856,937
89a6997a60bffff,480795.9017100496,129173.08270142147,984
89ba14da6c7ffff,416845.1670640308,62823.24545367813,386
89f155369c7ffff,453875.2696617669,96889.96049759528,137
89bf6da3523ffff,415306.0491499818,78087.61699393489,237
896ad921803ffff,437037.5584972403,73111.74773765985,298
89e974d0923ffff,429417.39065738616,120130.04510127632,439
897916852c3ffff,406972.6759231229,98680.67736570083,15
895c334f063ffff,430366.3212517382,104066.27405250233,196
890543a52bbffff,413362.09692427923,106726.03379287114,930
89f3a508383ffff,407057.704602275,50757.237095729426,211
89b8ec5b1cfffff,428606.18741005106,79144.95613293455,953
89f0c9a63cfffff,437329.4469250703,69165.59330337986,772
89ec6029c3bffff,465377.43222828157,51091.87264892888,191
89829953233ffff,467644.4373056014,54013.289669507525,774
89c19d59357ffff,413606.0085772544,87819.64757401362,698
890e133266bffff,415560.2265025565,44376.18777702446,52
89c6f00ed83ffff,427536.0036341417,102290.15002944862,432
89c2054b34fffff,460040.8975608925,90301.80083720463,740
89a99816b4bffff,410965.4835096723,117858.39688690758,357
8983423551bffff,471070.0195895942,81545.41524042783,53
89051601503ffff,466994.48304989445,78590.11620834006,41
892319d090fffff,451481.139645246,64994.42118584796,121
89b5a86b437ffff,446971.4549472252,83549.00808754386,885
89de69d99b7ffff,415031.9904823027,80217.03511831535,295
89f0e468ecfffff,422204.27965747076,88619.99999685207,756
8934800c45bffff,464430.53679264965,54685.46736878188,259
89f382488bbffff,477621.9640951241,108705.47542694688,878
8900252d92fffff,417317.5065052347,56904.338967066855,157
89b275315cfffff,462087.88871325966,104875.41744713217,240
89ced8a4497ffff,477685.18030735967,58241.21122354347,633
89090022e17ffff,417305.5783060527,83517.62891434637,160
895d530c867ffff,458803.9070066105,70232.80109556645,393
894aa9a42abffff,412219.7594726703,78610.97146061187,949
89f3027345bffff,461416.03345313476,118811.38113672652,971
893f0935123ffff,445465.7805715936,113243.89587936302,641
8911b150017ffff,417367.056952248,126214.02991076313,908
89780902e07ffff,425518.0059698557,51348.4018970498,914
890296259d7ffff,417708.60236304905,114520.44000335234,724
89132bca327ffff,417713.1834807654,67022.67963071959,181
891f4660317ffff,436014.39360791945,94702.97980819028,640
89ee8274023ffff,434810.4692116696,64071.61497506883,124
89e772a9a97ffff,423288.907179544,98663.74977533141,796
8986c8acc1bffff,412198.0010273158,123195.77676291895,837
8965346c983ffff,414176.54978291166,103605.41380960007,478
8954c373407ffff,441008.6660395263,57584.5986566462,947
89f3061350fffff,442005.0647502008,117188.90185371404,991
890a40764b3ffff,448308.3790434139,107197.19185767419,467
89092458a3bffff,420234.49291595473,59929.61368098581,93
89d92331a4bffff,451381.6312172924,125062.76562328935,745
89f18cb6cd7ffff,414641.71370151103,59498.30554810299,721
890a4006e27ffff,459431.7659155851,104136.59712991229,738
89e8e031c07ffff,445979.1812393223,98557.99978443945,756
89ef14900a7ffff,429744.56071144145,103476.66142256884,722
890a486c00fffff,437833.481112142,99825.67545229945,71
89035c77357ffff,470239.9481356993,123406.07001142437,546
89800e6354fffff,441717.62406656967,67637.17046653607,523
89f2a6063a3ffff,430115.36150836386,103149.41978902704,425
89b90966577ffff,415295.42059989105,88869.62781951633,128
89f0e9d207bffff,465406.3239429104,72046.89002562931,81
89cd71882b3ffff,438428.529322478,128602.93916602916,796
89c11481d33ffff,438686.11168934114,114644.3207905152,738
8941607ad4fffff,428202.8314604477,87047.88531735353,261
89c4e88a893ffff,449506.6395725881,93026.76226622598,618
89acd0065dbffff,408943.4183156522,90010.16245099381,639
897ba3ab0b7ffff,435957.6645390553,102292.41904694148,210
89d54250e0bffff,419992.0957847625,53650.732504626765,467
890b00549d3ffff,436798.0595714755,96733.5424661371,687
89e703385dbffff,452811.18299553194,46472.91853816325,494
89d6ceccdcfffff,460304.5629070565,47370.01596280366,711
89f2910b563ffff,433349.3138314852,44691.87355876591,75
8924ad72d4fffff,473080.8755192061,69580.60200213801,525
892d29ca42bffff,429524.75444670627,48274.5715612806,655
8942ecd5063ffff,414514.2747835806,129849.94111252877,180
8983b14330bffff,444233.78278153244,128539.22790149617,668
89c10d315c7ffff,459207.9115171878,61731.67831282696,393
895ec2d2627ffff,482778.7259362063,89585.99758167681,574
89c58633443ffff,424294.4519830084,91216.06500718441,284
8900cca847bffff,461607.64846434107,90436.05010308171,724
89c596d4c0bffff,470485.92064392683,94272.89956977917,830
89776ba28c3ffff,447290.65661070246,94303.95082789882,477
8928ad14e0fffff,431323.03314541734,89518.57202236222,278
89b90975153ffff,473255.44270260003,84549.75577129752,111
89e662c926bffff,418566.6630182014,64627.029257134156,476
8902e14c9d3ffff,480673.51484261843,45618.494378867326,452
89f07690d07ffff,410300.24670730304,58911.23286523208,384
899b2e5b327ffff,467976.9695205207,57065.304581024226,866
89b5abc5e8fffff,424409.0271898835,115048.70784595462,656
89eeceaf483ffff,424324.8918462208,98066.50079842261,354
8953285498bffff,446192.23193293164,51703.650363601104,584
89a85a445afffff,427516.5704163233,63125.65340200058,309
89ef01cc813ffff,460357.9054686438,83829.09391057299,69
8971466020bffff,434170.02549165324,47713.891937497996,290
89b7a256eb3ffff,449855.413341853,103413.28951976629,554
8903122c157ffff,430283.8314900359,50255.73851133268,154
89180ab8657ffff,463369.9331463512,88549.25366013279,808
89f25691623ffff,432282.71199166507,94197.63066416726,982
89849d56d87ffff,462073.90744757076,98162.15907305258,418
89957530a97ffff,434702.7621409751,130264.9382024007,359
89611d562d7ffff,415447.1871564595,52639.12338520016,850
89bba84ed77ffff,472178.0574952709,122764.37255951995,330
894a56b8357ffff,482063.37512782065,125415.46833154086,240
897826981d3ffff,459176.3045264317,88604.9081895527,354
89d0249842bffff,419621.46216765745,90191.52553754472,649
8940763454bffff,429634.84802507446,47444.73014117483,235
89a36e2d697ffff,473028.5766701253,59814.52072331139,23
89f3b6d4b9bffff,469361.4831999004,129756.23694065567,445
8907b3324abffff,476021.0794487595,118595.663684438,896
89421231193ffff,428422.8364480354,95822.45589030223,864
89b82280603ffff,482972.3019019128,63311.2924444053,799
89d37422b33ffff,410630.5834775706,70259.69501005537,460
8955368abd7ffff,473067.8294521816,100786.18804767748,250
8950e9675cfffff,408987.9160342964,50984.673404999194,554
89a00562dc7ffff,470719.5278884391,128922.8543934918,103
89c65d559afffff,446250.78703999054,113442.99041667768,331
89836b5692fffff,440111.43850682763,102782.73347618306,66
890459c6447ffff,442512.35710381134,61020.52827572213,387
890a53ab423ffff,417668.9513864306,68141.85661661092,543
892e8a73047ffff,427091.5878495432,112283.09135437696,146
89ec2600197ffff,463928.5766648079,118777.04622184002,722
89b40d6b3cfffff,432693.5922220996,78679.58858479082,310
89e2a0a2ca7ffff,420362.5972307261,59455.26790501977,694
89701a05293ffff,415081.1568661132,53468.84454964883,226
89898356463ffff,468711.2061315147,64293.61164760719,441
89de2a389c3ffff,411425.89435612975,106144.21109341053,44
89032651923ffff,432809.29163303773,60619.513440371564,30
89c6134114bffff,426460.0962079824,84288.8879381018,116
893d7668b37ffff,448955.0767469451,82163.57982077604,853
8909453b6a3ffff,435348.73130147555,82988.99046149713,727
8900a5c758bffff,409783.4931182589,90597.83947193557,522
89b8e17a98bffff,417446.0700602027,106145.55442929425,96
89046e2a2a7ffff,423463.2746540394,94685.74050502048,389
89e5a6052d3ffff,428996.1120750113,72660.62434974729,340
89188c25543ffff,481008.5752492171,66579.84769347668,656
89047292abbffff,426703.6245338454,124183.19018174955,50
89ee0b00b73ffff,425089.0614216117,74121.17643146073,430
897a6249b77ffff,410758.8845525635,118119.17791159196,286
89cc9461ca7ffff,439413.70797423366,78747.49618132791,117
898536ae1bbffff,476459.36271003296,101396.15043063463,443
89a17237163ffff,452005.4672783893,110921.37393321226,203
892b76d8917ffff,454003.6586242721,129179.10979621319,873
8910118f303ffff,424561.7342120643,103546.04066696487,854
89204069c63ffff,438168.66273671325,113843.07235479097,930
89d759484abffff,410628.794812404,49170.0219934481,998
8964aa61d07ffff,478963.1627563018,79836.6528023071,505
89e060d1407ffff,433681.1886781801,85907.6718408899,737
89025ead457ffff,455507.3235462714,72450.71807738888,677
89be10392cbffff,462451.6657283965,71976.03859048711,118
89e3000eb13ffff,434454.91454731114,52415.06219455034,608
895f893889bffff,441889.22260380996,101288.1438042129,894
8902833584fffff,448307.4052769259,91492.28215926891,142
894eab4f48fffff,440666.4523286228,89792.65482402476,992
89b2ce19bcfffff,465335.3478283868,113869.26211291074,893
89e7084ce77ffff,440570.8830545072,116668.13888891778,561
89494d2416bffff,461902.7663177152,128760.21042289914,223
89f1662f59bffff,448108.06265947234,97402.18374337992,21
89ec250ca67ffff,431569.6322777705,87998.5898577595,200
8979aba5b2fffff,452337.45880169066,53321.731559934226,331
89f3abcc3cfffff,483039.81600981724,127268.82141285969,705
8900ecb887bffff,446125.89378129627,47549.85678727101,991
89ee71ce34fffff,411730.9697570086,81848.82410306748,5
897b2541387ffff,416149.7724194433,63769.65191482105,89
8940dcc4683ffff,453386.012967134,49963.044876768545,877
897841d6583ffff,469982.19620565797,71692.65422139943,174
8919adc5e97ffff,454441.9294104702,120765.29135879398,674
89f16374b83ffff,415713.7672690567,120257.53367769795,375
8905314a407ffff,414822.8888847446,80924.08399690074,283
89eced75ec3ffff,469005.5225772321,59528.34084533923,607
89bba3160b3ffff,430520.4516165836,121506.2080138605,412
891b8b928cbffff,425289.693793235,92288.16157325878,291
896ed950b1bffff,406815.94926029316,79804.33595027891,49
89eed982bc7ffff,439803.7689726877,50909.67664933087,728
89f07518c23ffff,459620.00376577146,128741.51366061441,592
89b911ccd07ffff,458605.37527882657,48376.08703935832,83
899d5ad09c3ffff,441701.37520176865,55222.18931475378,831
897990461d7ffff,443881.284470838,52055.16890247364,356
89e91645e43ffff,462169.23890952254,93494.03712373826,208
89231dc025bffff,449320.1849718197,65714.80513054898,282
8918a4351afffff,411606.34282295435,81879.58802476196,869
8930d258113ffff,457952.10997550824,53044.87442746154,394
89d89a09a5bffff,452379.1592142614,49999.82070334581,81
890812aae8bffff,434222.3658118631,66612.9713881755,567
89355229a8bffff,432863.5407235891,46598.400545262935,775
89ed72c664bffff,423970.5782029414,125627.05332416872,238
8940e00f497ffff,467309.94897803554,77504.57710997303,214
89c42ad907bffff,443120.6924292057,118405.42549916406,265
89cdad6f023ffff,452383.7640965687,59669.96519699699,836
891556b1987ffff,476400.33864348487,51782.2162433878,475
89d4d386b33ffff,457059.55820800265,61939.96552542181,475
898da6d80c3ffff,451988.96745459543,103615.13124604471,863
890481cde03ffff,474187.0566896527,124703.41787531339,85
895d9ad4177ffff,472692.233704875,73279.53398054252,72
890686451dbffff,479234.77722799836,112985.63339207879,796
89e0686a15bffff,466501.0993823147,57643.318426880534,85
89ccc00652bffff,474081.688603363,113115.12206038114,217
89ee712760bffff,454570.18072028947,103447.86498175109,820
891edcc74c3ffff,422059.54259939183,74003.20026679784,545
896d002a457ffff,418125.29173878836,66685.76814403242,295
890500354d3ffff,418421.14288665965,89933.92158688628,377
89ef1352cc7ffff,449918.2278074918,80980.36125397694,936
8904f07985bffff,432428.7944646185,130114.20342203241,522
896a5eb9853ffff,457204.583384667,62313.47834459864,319
89ee2224283ffff,481576.7281679342,65661.96481379625,69
8988d5684b3ffff,432720.7899401384,106406.64861736397,9
89f1660d6a7ffff,476548.3705333456,67890.98543082998,605
89164b12953ffff,445087.303543707,94322.17148736998,514
89050431b4bffff,422741.10668817087,103248.03129433318,493
89e1a8a081bffff,461818.9976470291,126790.74107556757,303
89494688bb3ffff,412000.26328048133,96184.95255782647,568
891db0d1dabffff,442856.1037100106,53846.96000336733,114
8998a6941d3ffff,424635.15553361527,128686.04710960189,596
891ec97913bffff,406939.50874769373,76528.81031089499,331
895f9895093ffff,452170.064478172,107232.01895825213,162
89f0661558bffff,444159.38922696456,80674.79529794709,862
89a68d8ec27ffff,438460.8830098071,63472.1283453786,930
89259d25e6bffff,414401.87511681474,119973.85687624876,977
890e85a85abffff,438899.0891112499,91349.5792642896,517
898d843935bffff,410587.4720258341,114773.02026274537,81
89335ca2a2bffff,481349.34792959376,90883.90493448578,41
8914f48d8c3ffff,447531.99737431,119292.13946388123,213
899c6269ab7ffff,411102.61055148905,90498.73435465935,935
89140d8f307ffff,472082.82567270385,117311.6789735913,647
89641d6e6a3ffff,418487.9695108795,125194.17779990722,659
89414c3358fffff,438859.0191595589,116384.05165327546,787
89ca99560c7ffff,438348.9485103213,65752.89485196717,920
89d2918964fffff,452476.5581706971,101785.7836875766,133
890884ceabbffff,437520.0499704989,91635.97416820729,53
89b2c0986dbffff,440853.49281964015,114948.52262329007,344
891d0bc830fffff,469492.3913626931,56020.61859957134,148
89eea380e6fffff,424692.95686937054,65687.04101011732,982
89b7550d823ffff,421889.087299784,116179.81093089351,763
89ac218ea6bffff,421408.27023406513,70389.80821397627,717
89019530007ffff,433511.52354492375,81777.04910533628,89
8901584a4dbffff,451879.39831553353,85330.15791661566,912
896666c61afffff,454327.8138163656,123771.59904844046,255
89ef1c95653ffff,425438.08601364715,51801.762622433656,327
89154d0cb57ffff,455464.6144000102,70331.89473904714,46
89694d793afffff,455204.6204311249,67622.86783319614,249
89e793b9c07ffff,409620.3080985933,79956.36195683226,497
8901986d513ffff,442546.16908924194,118323.19271074902,223
89078d26ab7ffff,453346.56371865707,71430.37531424209,551
89d235d9ea7ffff,479029.66708753677,79272.0406563996,389
89004866ecbffff,470244.60087533324,102561.37589723256,384
89dd2ba467bffff,463562.4425498302,117517.90850151397,946
8944602e43bffff,432871.3715823721,55886.64717200023,479
89386b4cc13ffff,450144.31322038936,61391.68668423146,777
890cecc5667ffff,410881.0947630438,113784.81506294722,387
89df9ab2bcbffff,469678.79221263394,77180.62056612916,359
89ef6cb691bffff,453133.9156850373,65618.53059227444,527
8964d006397ffff,463121.85543500254,84151.767295005,973
896719b42abffff,475366.9330661483,83626.08366867025,433
8940d839553ffff,468505.0782233481,125921.58786539987,770
8953114dd17ffff,432515.78183533327,112179.1648219455,862
894546c362bffff,422798.2348216052,95128.2177288841,249
897d22b31bbffff,435589.02120701375,68378.2901091906,142
890e2c43693ffff,425279.2393848503,84349.09980474279,645
89886b7a587ffff,480595.2611316325,71836.09404137885,454
891adada6cbffff,451220.66060249286,94093.68143914553,907
89f195d59cfffff,457454.6428525156,98211.54790692439,264
89bf759a087ffff,467955.9122970229,129035.34790839946,144
8959593048bffff,409698.1363284576,93972.06628502133,128
899a4214cabffff,446950.6591011585,113400.64926366338,759
89f2d09934bffff,441637.25473895733,75507.81895645904,229
89f29e29643ffff,467188.42639759264,87602.34346902886,665
89e2d5c60b7ffff,426835.384027076,65936.1848268711,935
892920903b3ffff,451109.0060218203,106074.79806707692,613
89115b8742fffff,460145.9146178943,84287.63954132707,339
89ea2e2896bffff,416813.93525404297,129792.14377378763,757
8908c9d252bffff,442190.937991097,66087.61440960805,849
89c2b5af277ffff,435819.89439340244,107049.14107284139,480
89c7ac0a41bffff,466153.57461147837,119023.59718690533,537
89b6c4b7603ffff,476257.7570228884,89546.49851175428,196
89e55514363ffff,416046.9312968921,92446.43512137454,582
8984dacd3d7ffff,415274.67463548627,44169.32354840338,759
8982a4a4407ffff,472317.45900887996,95414.27625048629,536
893cc26d4dbffff,430581.8267962444,81092.22946049596,675
89ee52b4973ffff,474728.9672520374,74657.954217947,822
895aa2598bbffff,407321.43081573804,111958.74579973593,834
89eb5dd29bbffff,471891.003162067,112516.74777619624,280
897cc32801bffff,467648.27423702413,46418.353330444326,769
892612a8e63ffff,458322.88749123015,83417.58896775456,898
89f12b4db13ffff,418234.3643757914,118181.94600807293,202
8963b5ccbb7ffff,408406.6899630318,109670.84392901792,696
89ad2b1ab4fffff,451046.9379626459,75971.15203819415,917
89c4d252dd7ffff,479832.7343633316,77717.13326198336,524
89dc05ce22fffff,435183.9982403323,125982.50339085175,943
89d2ccb6097ffff,452016.54827579553,44712.103480582184,430
89c731c8a23ffff,454907.7912690939,128197.19822352953,611
89dd24d6413ffff,472567.28995917615,53445.184035890285,306
89cfaca0a6bffff,477230.1691183092,60586.88207725732,253
89da155610bffff,444830.97952160897,125630.52177826592,760
895db4c53bbffff,427121.2007010543,108377.82908295296,210
899c5d8751bffff,452144.826322441,59535.974143036336,208
89c865d6407ffff,451667.63073312363,92445.22976007442,347
89ee328e62fffff,439122.7116053415,45336.64617863213,836
8989994e443ffff,415626.5401740278,125673.28205056534,787
894670170d7ffff,429994.66039187496,110536.40037975648,210
89ec0177347ffff,479410.7737935254,69807.42854497154,32
894619a4367ffff,450157.69049354014,49332.366551981984,219
892da131163ffff,439236.4672457573,96515.93699259107,839
89f226a0a6bffff,461802.70326760673,56366.2527920937,442
89020a42d4fffff,445063.4980137707,101235.42848242908,741
89c233808abffff,453100.56359065213,88323.041437072,421
891222d010bffff,407638.44139488897,123899.06462021833,147
892f7490237ffff,424589.4818769106,130285.53574023109,692
89f294875d3ffff,461792.211825568,101679.0339682523,858
89160262d97ffff,441054.0033344999,54882.917352021075,490
891ee85142bffff,435736.16332930746,125486.35290892539,730
8902eb1358bffff,475668.870703332,128602.04478890044,202
893260694cbffff,480272.1715843749,119680.21940246625,408
89d1a4da533ffff,421519.60074092366,122760.9736294313,386
895d74114b7ffff,461181.82382897567,59612.686041459274,124
89005a29d77ffff,424172.36012350454,118257.55738243276,64
89011e8e693ffff,463393.61718021304,89315.86516062584,93
896040681cbffff,460808.83319751354,52988.16717480839,153
897aab6f647ffff,453605.82293692086,51166.23747377975,328
89eeeb2ce4fffff,443094.895726111,55401.74364903683,101
893a310f66bffff,449068.58488783764,53048.597370803625,35
895430819abffff,474640.6014630155,54165.38033604718,594
89c6b4676abffff,427276.30112067785,48834.29210183954,954
892c6446c6fffff,419893.172770504,85186.68292871513,67
89e4dc53103ffff,456066.0704887145,128968.85418754394,369
89f0ae85263ffff,409605.48448058014,101240.72336890706,797
8966aa7ada7ffff,408605.6113306051,47799.73125362785,122
8920db1162bffff,415942.11575095804,106823.6136363006,928
897db37b297ffff,426065.2903384362,115006.53978650243,464
891429b44a3ffff,459480.88814475975,68350.19556394276,308
89ce2cd9477ffff,413592.89785242046,59678.327544894266,514
896441d1663ffff,481327.3146013152,45087.63154724694,496
89014b3a58bffff,428479.34756939835,87111.12587248314,488
8954c025653ffff,436130.6375658468,61725.231977387695,263
89f0165613bffff,442363.32864428003,105566.75508167504,871
898f268f017ffff,453601.95836848335,120517.61880105722,836
89ef3002c6fffff,452425.6442649294,111384.65579401501,504
89485201ed7ffff,481110.0447742425,59828.664523858606,707
890f8474903ffff,478912.48672644485,76771.66252421733,865
89e94203643ffff,454619.43583888724,115818.41039536874,818
89c841b369bffff,431145.38558852853,113320.10196711455,631
8900ebd0aabffff,445047.36331546935,124612.615832387,762
89a075a4d0bffff,416500.24074443214,109297.01414798942,346
8905b17952bffff,469190.23674077954,107936.27561847544,348
89cc705490bffff,478394.5177523608,104836.39612887971,493
891365398d3ffff,468473.319146988,85758.45977640903,508
898823aaaa3ffff,417429.2464578859,87145.24333885088,542
89ec622dc77ffff,432256.888505191,127768.36427213791,742
894a8138017ffff,474282.9984222033,46388.82195529039,93
89331410db3ffff,449431.9887076364,129596.97559704391,841
89eea571167ffff,453854.1523363128,63525.354182139796,557
8927b1c21b7ffff,427729.93487559207,52091.76205040418,3
89aad02a557ffff,471093.14393755206,116536.42546975984,691
89a06a6c65bffff,434862.9328519281,116853.87779592701,728
89ef5041b83ffff,415336.8872842539,86526.54154699262,496
897871c2dbbffff,440999.3088382105,53150.70322209739,916
89022c02283ffff,418760.7087400172,103589.85071415197,39
89c62cd99d7ffff,441219.7351623019,86080.25277523031,53
8958e24dbcfffff,444410.8310151721,96309.325035247,671
8905ac08253ffff,462346.1228086657,95698.7234458206,411
895724b668bffff,453033.18916222086,72507.20035630907,464
8934edd321bffff,451107.50108243513,104737.63264427069,443
89aa96d60d3ffff,408454.44031165104,112924.50169021377,216
892aaeaa057ffff,428439.7392410109,56443.017264766815,359
89dede728cfffff,479112.44914449204,106876.37099265862,74
89f12c6f673ffff,434426.26712992496,77710.1083651941,779
89f12c590abffff,474754.16884798836,83656.42584143467,910
8974a982383ffff,447660.40387336956,56333.12120879861,756
891c34c4d4fffff,481012.9180215817,77255.70589830598,75
89b2f10c937ffff,417927.34376182547,84887.6408148286,121
8955ad31593ffff,423741.7805030932,83864.97568408112,265
89b7806647bffff,457772.83261657215,90093.1642218893,215
89e6c3435c3ffff,447782.6397822888,103690.73133784017,993
89c793b2347ffff,445992.98401687964,57832.21374662633,892
89175d6456bffff,454739.3076366812,84413.73310026372,583
89da9d2c4a7ffff,466876.30518250674,117526.73079785082,589
89d4e92d9c3ffff,474438.97398275265,117551.19392011387,473
89f29042c7bffff,432990.86359579174,53399.16388201932,651
89239358b3bffff,466604.98486301675,96325.572242342,125
89a0db72abbffff,436311.9736142038,47740.96699745372,668
8900e2049b7ffff,456215.99018331774,59637.69802576309,924
89b9b4cb6abffff,421770.9683399486,77363.48401056179,295
89a1446c99bffff,434725.28975544375,127478.53120727799,803
893c037aba7ffff,448947.4720877606,108087.01150982687,428
89e81e0e3a3ffff,469735.16629245604,115476.33463462774,351
898a416ccb3ffff,428582.01548750047,103790.13979961607,809
8937494c2b3ffff,437904.44735914853,78522.94148955359,259
89dd638c3c3ffff,465720.6953397617,49468.51380736704,284
896ed55980fffff,477372.5479354629,66486.55852475102,274
89031d7163bffff,434255.6067941407,106629.22288117943,796
89884c94007ffff,443344.81550314894,125296.55919215287,588
89ef230d4bbffff,430476.26812373503,86699.08601863834,203
89e20109e63ffff,467580.8294285965,100304.96325671242,239
89135140613ffff,424502.26046000316,118328.35384983323,415
89e2c4918cfffff,482995.29694115516,76011.73218232422,259
890f822334fffff,460913.90425433876,79648.55962802531,244
895f45455abffff,451087.20033501927,109017.27773359203,110
89b792041b7ffff,463532.47776940867,49057.44205288433,151
892003c716fffff,439965.40397913865,123192.47835843785,483
89d8ac1830bffff,442753.67460072093,71778.4802505207,359
890a0b5637bffff,410466.44248495117,121416.5536525351,29
898852d98a3ffff,423543.56969187956,67342.76381688382,433
8971718d5d7ffff,442811.84851649404,76153.68438752786,212
89440292c77ffff,475585.2702573283,49595.59479513747,336
898334b4193ffff,412034.6182982907,129435.26603159297,521
894a06cca03ffff,457943.7289197086,112808.7640516731,332
89122a6e5b7ffff,445441.2036167802,82864.18225467953,431
892262d8a2fffff,480285.49877462955,84423.65471970529,178
89044d521afffff,410865.5823756361,71648.92350729526,533
89f29d05007ffff,465746.9406891393,73525.06261731879,911
89b6e80738bffff,473739.0298617344,97103.96366677372,910
89dfa589b5bffff,473696.10549932724,52148.71250856652,13
89707399503ffff,465843.5679734355,117554.67495403126,580
892eadb804fffff,461923.2178180437,109583.7580890079,973
89ec702d073ffff,423644.9588322699,109586.56820456937,978
8922027a5cbffff,454006.7947637468,61033.97704551245,504
89aa8421077ffff,445648.52129284205,120308.29154514348,16
8900d805103ffff,470604.7581388434,66351.53358505636,881
89d4aa4486fffff,476595.8908001904,61764.593547805285,867
89be656a86bffff,483080.5813844028,64584.885462434104,614
89f316a45dbffff,422563.45445579273,74702.59992235109,296
8953863b57bffff,467300.13445074996,51514.67012283865,571
89ef346cb77ffff,454586.1363918396,111745.56949529085,578
890ed121863ffff,482528.0146699332,116733.37393319483,70
89e38a19b67ffff,450655.3931098891,109314.08067397033,379
89e793900afffff,458519.8358743817,129097.1335767602,759
89108dd2297ffff,481015.0146714941,50092.027515306574,596
891e2018367ffff,469208.65327913937,102797.208020743,550
8904364a6dbffff,441793.4183839699,86169.20068976682,466
8918d2aad13ffff,463455.0443406234,94120.44897590677,188
89f20922a7bffff,409242.97417963494,45596.76291355189,592
89f2708c4c3ffff,442695.11563531647,103371.58306735862,555
89038c4b22fffff,423100.20152698166,122080.25894208853,922
89a6ed72d37ffff,460776.920861375,75346.6688348954,241
8936824c8b3ffff,480627.899783164,85524.19331063425,806
897606c858bffff,449280.53957687085,86197.09287688453,800
890426ba8cfffff,433157.3714439132,110293.45585361651,72
89101226c33ffff,449043.36551750475,89506.45177038576,194
89ef2aceb93ffff,463597.9095790158,84180.30375006342,837
89c656389afffff,429085.51766970556,113264.50871766901,770
89bbac965afffff,407739.89863867144,95403.60493422161,270
89ee359336bffff,451361.41090904636,44246.559763154684,2
89232ec8187ffff,432396.606086943,82273.56319353092,73
890a3525b33ffff,450783.4369861493,66684.96701412166,177
89cec53a673ffff,468322.2584621212,102159.67535277305,266
89989ba1a63ffff,425497.2454417798,79546.2998157439,660
89216a2a47bffff,445804.1734689721,113654.86876167278,534
891a189b103ffff,470207.8280525672,54314.29059354153,858
89f165689cbffff,479067.2260564603,88732.29203455025,837
896b4370547ffff,428772.49637565354,120991.15515741968,576
89828a35237ffff,468896.4900157098,104231.82907837094,76
89d1aa048afffff,476955.7654182079,127804.8473597668,845
89042321853ffff,427063.1991626038,81684.49460292862,482
89706127377ffff,439015.2772400872,91098.77253270452,839
89ca81ad857ffff,456793.7163280878,125692.79055858916,652
89dad59663bffff,443472.9446862503,106721.42958486162,99
89eaf161a8fffff,462847.992550481,110881.85713313892,191
89250a4a837ffff,456169.1621606005,80018.08546491322,643
89024c01b17ffff,418392.51894826617,105403.39137721361,21
